,number,日付,ユーザー名,コメント
1795,180-5,1時間前,パイプの煙り,"加藤さんのおっしゃること　他人事　国としての　新種変異ウイルス対策を明確に　説明してほしい　タイムラグ　国民承知ですよ。
入国規制して　閉鎖　しないと　年明け　大変な事態に！　得意な　エビデンスでは……"
1796,180-6,1時間前,zwb*****,もし変異種のコロナが見つかったら、ドエライ事になるぞ。ヨーロッパで見つかってるだけに、早く封鎖をするべきだ。
1797,180-7,1時間前,kja*****,未確認なのはわかったから迅速な対策をよろしくお願いします。
1798,180-8,1時間前,akai*****,"コロナ初期に何もできなかった
この加藤元厚労大臣

この人に何を言っても
決り文句しか帰ってきません

鎖国並みの対応をさっさとしないと"
1799,180-9,1時間前,ema*****,間違いなく日本のコロナ対策を妨害している敵がいる
1800,180-10,1時間前,mbk*****,信用出来ない政権のコメントだから信用出来ない。
1801,181-1,1時間前,and*****,"だから大丈夫。ではない。
だから今から入国の規制などして流入を防ぐべき。"
1802,181-2,1時間前,key*****,"だから？
それで？
ただ注視しているだけなら犬でも出来ます
だから・・・こういう手を打ちます
それで・・・こうします
これが大事なのではないですか？

我が国に無い物が外国からやって来るのですから防ぐにはまず入国の緩和を中止すべきだと思います"
1803,181-3,1時間前,kbz*****,"どの口が言ってんだよ。
悪いことは言わんから、未確認だからといって気を抜くな。
政府のぬるぬるでカスカスな政策だと、いずれ入ってくるよ。
水際で抑えようとしても無駄。
新型コロナが広まる直前だってそうだったじゃないか。"
1804,181-4,1時間前,keikenn,"外国人を無検査入国させてるのだから
近々に非って来るのは間違いないだろ
この危機感のない顔を見てると
国が危ういと思える"
1805,181-5,1時間前,gon*****,日本の政治家は嘘つきです！
1806,181-6,1時間前,rie*****,空母を派遣してる国の高官やら首相、大統領がピンポイントで感染していてその国で爆発的感染してるなーと思うのは考えすぎだろうか？
1807,181-7,1時間前,kaf*****,"この人の言うことは信じられません。
即刻、ロンドン航路のstopをJAL,ANA に指示して、入国制限を全面的にしてほしい。"
1808,181-8,1時間前,ume*****,変異種は既に国内に入っております。検査能力がないために発見できないだけ。見つかった時には時すでに遅し。いつものパターン。しかしこの人たちを選んだのは国民であるあなた達。仕方ないよね!
1809,181-9,1時間前,liz*****,"官房長官が知る頃には蔓延してます！
貴方達の思考が未確認です！"
1810,181-10,1時間前,mmm,｢確認されていない｣っていうより｢確認する準備が出来ていない｣んじゃないの？同じ地球にいて、入って来ないわけない。外国の人が行き来してるなら絶対入って来る。
1811,182-1,1時間前,abc******,"まさか確認できるまで入国規制しないつもりか？
頭おかしいでしょ"
1812,182-2,1時間前,bzh*****,"まぁ 日本に入ってくるのも時間の問題ですね
確認したところ 日本にはまだいない…
いないからこそ 今 しっかりと入国制限などで
対策をお願いします。"
1813,182-3,1時間前,フルメタル・テンガ,"感染症は大きく二つの波に分かれて進行してくる。
潜伏の波と発症の波。しかもコロナに関しては潜伏期間長いもんだから、潜伏の波が広がった後に結構遅れて発症の波が広がる。
ニュースで出るのは発症の波の通ったあとだから、事前にかなり早めのタイミングで潜伏の波を止めないと、潜伏の波が侵入してからの対策になってしまう。

………って政府も分かってるはずなんだけどなぁ。"
1814,182-4,1時間前,eis*****,"大変失礼だが、加藤官房長官のこの顔、全く危機感を感じられない顔で、全く信じるに値しない顔と感じてしまうのは、私だけでしょうか？髪型、輪郭、パーツ、バランス、もしこの人が営業なら何も買いたくない。
上司だったら転勤、転属願い出します。
部下ならさっさと他に出します。
もう一度書きますがこれは失礼ですが個人的に感じてしまう印象です。
本当はすごく信頼できるいい人かもしれません。"
1815,182-5,1時間前,pla*****,この国の政治家は予防的措置を全く取らない。手遅れのオンパレードだ。
1816,182-6,1時間前,esp*****,コロナウイルスを使って全世界を神様が裁いておみえになられる。改魂しない限りウイルスは何処までも変化する。しかも神様が直接統治される時代にどうも来ている様だ。わかる方にはわかるはず。
1817,182-7,1時間前,aez*****,"発見されてないって、新種かどうかを調べているんですか？？
絶対やってないと思う。"
1818,182-8,1時間前,cha*****,"ヨーロッパで確認されているので
残念ですがオリンピックは無理。
海外からの入国は完全にシャットアウトしないと、第一波の時と同じ状況になる。
完全に振り出しに戻るって事。"
1819,182-9,1時間前,s*******,"首相も官房長官も人相悪すぎる。
やばくない？？"
1820,182-10,1時間前,nab*****,まったく信用出来ないなぁー
1821,183-1,1時間前,xrb*****,国も、国会県会市会議員も、変異種みたいなもんだからな。相当この国は侵されてる。
1822,183-2,1時間前,pla*****,"ほんとさどうしょうもないな。
ヨーロッパの何ヶ月後に同じ動きになるんだから。
お前らが何を知ってるんだ？
情報なんてこっちと変わんないだろ。
寧ろ特殊な力が有るならとっととこの状況を落ち着かせてみろよ！"
1823,183-3,1時間前,ayk*****,"どう変異したのよ？
ちゃんと説明できますか？"
1824,183-4,1時間前,hai*****,そもそも確認するだけの意思や能力が日本にあるか疑問
1825,183-5,1時間前,yas*****,"確認すらしてないんだから見つかるわけがない
この人が言う事に信憑性は全くないばかりか真実はその真逆です。
議論している暇などありません、海外流入を今すぐ止めて下さい。"
