,number,日付,ユーザー名,コメント
1030,103-10,13分前,cnq*****,"国は、国民にばかり努力を促すけど、そんな個人の努力でどうにかなる話じゃないでしょう。国は政府は口で言ってるだけで何もしない、出来ない無能なのか？
投薬なりワクチンなりさっさと承認してくれないと。
利権絡みで投薬遅れるとか、大手製薬会社に忖度とかあるならば、本当アホの集団だよ。"
1031,104-1,12分前,md5*****,"PCR検査のct値を適正な値とされている35以下に見直さない限り、陽性者はほとんど減らないだろう。

陽性者の大半は無症状というなの偽陽性者
ct値を高く設定したせいで偽陰性者による院内感染事例も起きている。

オックスフォード大の研究結果でct値は35より高くすると偽陽性判定が大量に増えるとの論文が公表されています。"
1032,104-2,12分前,rin*****,"まずは入国制限と
水際対策の徹底が重要かと？？
日本国民だけなら互いに配慮してマスク手洗いうがいアルコールと徹底できるので。
国民には自粛を要請(強制)して
片や入国者には甘い
政府は常に外国人ファーストだとよ ふざけるな！
あと医療崩壊を避けるためには
もう指定感染症から外すべきだと
個人的には思っている"
1033,104-3,12分前,oax*****,東京の人達や、渋谷交差点の人達は、外に出かけるからコロナオッズの対象になる！（笑） 大晦日も出歩いて、オッズの増加にご協力をお願いします！（笑）
1034,104-4,12分前,fak*****,政府はコロナ菌を余りにも軽く甘くみすぎている！全く持って危機感が感じられない！入国緩和、オリンピックまで強行に開催しようとしている、世界中がこの危機的な中どの様に開催できるのか？余りにも考えがズレすぎている！コロナに打ち勝った証のオリンピック？？全くもって打ち勝ってないし、それどころか感染拡大しているではありませんか！よくもそんな事を言えたもんだ！何だか日本と言う国がとても恥ずかしく思えてきました。
1035,104-5,12分前,per*****,在日中*人として日本社会に大きな被害を与えたことは申し訳ない気持ちでいっぱいです。もう中*人に生まれたほど恥ずかしいことはないとしみじみ感じられます。
1036,104-6,12分前,jin*****,もはや日本はダメでしょ。
1037,104-7,12分前,fur*****,感染者が一日に万単位になったなら政治家も居眠りしないで、ちょっとはやる気を出すのだろうか？
1038,104-8,10分前,cha*****,"みんながgotoなんか批判してる間に　外国からまた新たなコロナが入ってくるよ

gotoなんかを批判してる間に　バカばかり"
1039,104-9,10分前,har*****,今週、1000人なるのは確実
1040,104-10,10分前,マージー,つい先ほど日本医師会・中川俊男会長が「本格的な冬を迎えて、全国の新型コロナウイルス感染者数が急増しています。連日、過去最多を更新し、重症者数も増えています。誰もが平等に医療を受けることができる日本が誇る医療制度が風前のともしびになっています。国民みんなで真摯(しんし)に新型コロナウイルスに真正面から向き合いましょう。『感染しない、感染させない、うつさない、うつらない』を合言葉に、静かに過ごし、クリスマス、年末年始を乗り切りましょう。本日、われわれ医療関係団体は、医療の緊急事態を宣言します」と切羽詰まった表情で記者会見されました。政府の対応がどうのこうのではなく国民個人個人が自覚をもって真剣にとり組まなくてはならないと思います。
1041,105-1,10分前,mem*****,"実際問題、個人が気を付ける事以外ないよ。
現状がコロナの抑え込みと経済を回す矛盾した事を調整している結果だと思うし、これ以上の結果を出すならどちらかを犠牲にするしかない。
コロナ抑制優先ならライフラインを除く企業の活動は一時停止で給与、年金、賃料の支払い義務免除。
経済優先なら医療機関の積極的なトリアージを容認する。自粛要請しない。
どちらも極端で人道的でないとどこからかは批判が出るから現状の様な半端な対応なんでしょう。
結局のところ他人事と慣れの結果が今だと思います。"
1042,105-2,9分前,kjm*****,ほとんどの人はマスクしてるが、あのエンボスマスク意味あるの？若い人はコスト的にも見た目にもエンボスを選ぶのだろうが、おそらくウイルスを防がないよな…乾燥してウイルスたくさん飛んでるところでは意味ないよね。エンボスやめなよ。って腹の底から思う。
1043,105-3,9分前,虎スピード,過去最多になる所ばかりフォーカスしなくても良いと思う。
1044,105-4,9分前,lqz*****,"もう東京は感染拡大防止を諦めたように見えるよ
都知事も要請しかできないしお金も配り続けられない

せめて安易な帰省はやめて頂きたい"
1045,105-5,9分前,sup*****,"3人減ったのは、症状が改善したからならいいけど、そうでないなら悲しいですね。
そこはご想像にお任せしますなのかな？"
1046,105-6,9分前,no_*****,"コロナで悪夢の超高齢化社会を迎えなくていいです。
たくさん感染してください。"
1047,105-7,9分前,su1*****,"減る要素は皆無ですからね。
今後も増える一方でしょう。

また、因果関係がはっきりしないのにGO TO止めて現場を混乱させたくせに、ヨーロッパで変異種のコロナが出ているのに海外渡航はそのまま。

その内、また春節の季節になって中国からまたまた多くの人が来て、コロナがまた増えるんでしょうね。日本人に『移動するな！会食するな！』と我慢を強いて、外国人の方は『いらっしゃいませ！』でしょう？マスメディアも海外渡航についてはダンマリ。

この国は政権も無能ですが、マスメディアも悪質な阿呆。それに振り回されて右往左往するものも愚か。阿呆や愚かや無能者に関わったら身の破滅しかないから、彼等の言うことには付き合わない事にします。"
